rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk,adjt
84,New Mexico,MWC,9-2,111.38164415140271,112,101.49580616742017,56,0.7443816186196174,84,20.492645891971495,10.507354108028506,11.492645891971494,8.507354108028508,0-0,0.48326930863567735,0.48326930863567735,0,0.5821838134587309,0.48326930863567735,0.6365867911114106,0.794767116964727,0.8322838434238963,109.11326997709872,107.12351504766772,110.45968242849965,105.72078426439604,0.0,0.0,110.52257406529364,100.6159707951307,0.7464847260657851,2.0,0.12692361234458838,0.0,0.0,0.0,0,0,0.6365867911114106,0,0.6051007442536505,43,28,70.22271517533311
85,Illinois St.,MVC,8-3,113.79816940935547,82,103.77350286473421,90,0.7427825186881855,85,21.73635092981624,9.263649070183767,13.736350929816233,6.263649070183766,0-0,0.41159511124435555,0.41159511124435555,0,0.4897346919234169,0.41159511124435527,0.532711461296901,0.8670897907352894,0.8832072863851372,108.74977437308465,110.47038277619576,107.94792870949586,107.60935872379295,0.0,0.0,112.97571731426771,114.93117534199109,0.4508228627005381,2.0,-0.030682471066085126,0.0,0.0,0.0,0,0,0.532711461296901,0,-1.0804937309829432,106,215,67.52062162185895
86,Providence,BE,7-5,119.40164210000455,35,108.99865015568993,192,0.7404503827240341,86,15.187989641441208,15.812010358558792,8.187989641441202,11.812010358558796,0-1,0.530639405079354,0.5021129793117606,0.8444300885228816,0.68069707906412,0.5021129793117606,0.7789183339279178,0.7102625878051748,0.8123864571267106,109.2548385668636,107.73066445877436,112.5683161420224,103.73967636378424,135.63628624935274,118.40796343531412,121.5565149478049,115.44395600421986,0.6441293705627331,3.0,-0.04934715921913391,110.0,113.0,85.8,1.2820512820512822,1.3170163170163172,0.7754703468439723,0.0,-1.5473808049961713,136,246,72.633575951424
87,Tulsa,Amer,10-1,119.23749618297589,36,108.95365338457903,189,0.7383168765245752,87,23.72364222025143,7.276357779748576,12.219754034463326,5.780245965536672,0-0,0.38784115833980953,0.38784115833980953,0,0.4755362861203864,0.3902382768318732,0.5371404039398682,0.8727353091981772,0.894920168798716,106.3610184083562,107.56930596389111,108.06952037906444,107.83314501260749,0.0,0.0,0.0,0.0,0.0,0.0,0.13770574343493724,0.0,0.0,0.0,0,0,0.5371404039398682,0,0.757746112385814,37,24,67.74792699170321
88,Grand Canyon,MWC,6-4,108.56555940936616,148,99.33138031098832,36,0.7354137373699347,88,18.502949477942686,12.497050522057314,11.533466068578948,8.466533931421052,0-0,0.4747216371074847,0.4747216371074847,0,0.560414622447029,0.4411589839828915,0.6260052236023046,0.8020772024809972,0.8371737417005218,108.51536167226834,109.09253090978879,109.73377524463197,106.97101912664125,0.0,0.0,89.83565420187904,90.27020974940008,0.486130056272908,2.0,-0.08758658354299997,0.0,0.0,0.0,0,0,0.6260052236023046,0,-1.5788438622556313,139,308,67.8891658472266
89,Stanford,ACC,8-2,113.40061579632486,84,104.12203721970343,97,0.7274407476818123,89,17.084055103074498,13.915944896925502,6.893097144398042,11.106902855601957,0-0,0.4698151283636296,0.4698151283636296,0,0.6595418847632738,0.4737741585910929,0.7937074647765155,0.7398258294996796,0.8887069015113445,106.48399991969606,107.57593450964373,112.08241036483139,103.99258331656333,0.0,0.0,113.99897578131352,100.51869003857844,0.8095712237229729,1.0,0.0559869209596362,0.0,0.0,0.0,0,0,0.7937074647765155,0,-0.30404428843606635,75,103,71.39999536993547
90,Mississippi St.,SEC,5-5,112.88496841821699,94,104.26770049140693,100,0.7136521635163182,90,12.426922150483286,18.573077849516718,5.055224936478554,12.944775063521446,0-0,0.6170618753623484,0.6170618753623484,0,0.7409231748710118,0.5714356320846317,0.8633308446611748,0.6637725793383652,0.8170483072306782,110.58655750023084,104.7657939089352,115.54639092437773,103.09586209698035,0.0,0.0,120.9262173261038,111.44675464845963,0.7188545561875677,1.0,-0.07044823989741567,0.0,0.0,0.0,0,0,0.8633308446611748,0,-1.9578838460908505,163,274,69.48675364467024
91,Belmont,MVC,10-1,113.28945024424056,89,104.70895534286035,108,0.7121309513735214,91,22.63973764315057,8.360262356849427,13.212279719123956,6.787720280876043,1-0,0.33767197278879135,0.3367055221626557,0.3473364790501478,0.4771871770861424,0.3707084492552046,0.5357504773931582,0.875748305860724,0.9125075969237458,104.78704265168645,110.57513327819268,106.58631734270419,107.04933218320879,129.7055311031379,136.70817689183363,0.0,0.0,0.0,0.0,0.09691498642196628,87.0,84.0,63.8125,1.3633692458374143,1.316356513222331,0.5456670036217377,1.0,0.2110796118206797,53,57,70.6596596990667
92,Minnesota,B10,6-5,110.79504638714053,118,102.45794984328359,68,0.7108755911746747,92,13.633784898905194,17.366215101094806,6.768091259593077,13.231908740406926,1-1,0.5296292546591382,0.44069390193852587,0.9298383419018939,0.6788345021220709,0.3937405152407758,0.8356361949067831,0.6657854126032215,0.8650441520930624,110.26128022021803,108.235041469534,114.22715705616359,104.51000835662323,110.06909702719767,98.60599575222832,111.03674378457902,108.03865616290125,0.5780513137330449,4.0,-0.04752702047452373,130.0,149.0,131.45,0.98896918980601,1.1335108406238115,0.8251692896851041,0.5,-1.5285932515709617,133,243,64.34973048020134
93,UC San Diego,BW,9-1,112.95613278716579,93,104.56773720609861,107,0.7083515654362754,93,25.689952120845412,6.310047879154583,15.26934608912629,4.730653910873711,1-0,0.4265362884106961,0.43854744666863854,0.318435864089213,0.40583365923456605,0.40398598974986166,0.4069422609253886,0.905520759510511,0.9013095476877789,109.1037594772784,110.16223684632524,102.96329286124356,105.74105350376664,113.55946195155133,111.28090590787033,0.0,0.0,0.0,0.0,0.16739388861989146,80.0,74.0,67.8125,1.1797235023041475,1.0912442396313364,0.4116004923378189,1.0,0.6280241694733267,40,10,70.12219378508544
94,Nevada,MWC,8-3,113.30485418167345,88,105.19466320319967,114,0.7014262057375209,94,18.846152489930542,12.153847510069456,10.846152489930544,9.153847510069454,0-0,0.5678947053518159,0.5678947053518159,0,0.6058528235245614,0.5678947053518159,0.6267297885195716,0.8017566842232261,0.8421672168964135,110.12343814435098,106.85494946906461,110.41380821264505,105.5914985847888,0.0,0.0,123.63137277241327,127.10634652792496,0.420973737783656,1.0,0.08827792286621705,0.0,0.0,0.0,0,0,0.6267297885195716,0,-0.4238475119938575,80,69,67.02519214470293
95,South Carolina,SEC,7-3,110.62979616970956,122,103.25420988435206,79,0.6885711405629128,95,13.607088768490327,17.392911231509668,4.525683734338855,13.474316265661143,0-0,0.37501550028314967,0.37501550028314967,0,0.6611762400709084,0.3733055762070841,0.8690828306392261,0.6804483695223055,0.8810091329686872,105.27058161179393,111.48440187762398,113.56967144959474,105.03738155382088,0.0,0.0,0.0,0.0,0.0,0.0,-0.0654992981975111,0.0,0.0,0.0,0,0,0.8690828306392261,0,-1.5470402229446045,135,266,66.95133356098836
96,Hawaii,BW,10-2,105.6007897686775,214,98.66733350424104,28,0.6858928281230033,96,22.892310901265123,7.107689098734873,14.892310901265127,5.1076890987348715,2-0,0.26379501261428945,0.2621280041159283,0.27213005510609534,0.36015025621484315,0.26212800411592835,0.4091613822643006,0.9133724119682904,0.9274783339783982,102.61123962009144,111.62316440969164,104.98675816320961,110.26468612618558,98.29426971847467,92.21964860183262,81.39359566360409,74.36140890917343,0.7386828862066057,1.0,-0.009964967551531645,144.0,128.0,144.1625,0.9988727997919016,0.8878869331483569,0.42438708528187896,1.0,-0.8358225553617237,96,186,70.39567817744876
97,Liberty,CUSA,6-3,112.83840496822675,95,105.44797473228519,119,0.6854643513698987,97,21.237521637788145,9.762478362211857,13.977704524101915,6.022295475898084,0-0,0.368501850006016,0.368501850006016,0,0.43028936259566286,0.37618810654685414,0.4600450534225077,0.8862389500123179,0.867678290882856,108.41027360598297,110.30190692121843,103.3507100547492,104.40838964070855,0.0,0.0,74.68325777399433,108.48283701034114,0.013474842385988936,1.0,-0.08246525577511443,0.0,0.0,0.0,0,0,0.4600450534225077,0,-1.5289546185356868,134,296,66.07697766803702
98,High Point,BSth,8-3,116.33095053462026,60,108.87355063353364,187,0.6817657379190369,98,24.659680335246343,6.340319664753661,12.83018112363361,3.1698188763663904,0-0,0.31286309693871667,0.31286309693871667,0,0.28881084625658976,0.25744447724773767,0.31821681720238865,0.9444038270105599,0.9513138483052107,103.71925122990842,110.81844124644813,96.54637806144444,104.1300861207178,0.0,0.0,0.0,0.0,0.0,0.0,-0.08394737216201675,0.0,0.0,0.0,0,0,0.31821681720238865,0,-1.882546968834235,158,297,71.36603334055557
99,Richmond,A10,9-1,112.05927265111526,104,105.40527527124078,117,0.6690686160254627,99,20.817211992009252,10.182788007990752,9.420608605783762,8.579391394216238,0-0,0.3465712692810109,0.3465712692810109,0,0.5052413523969411,0.33547135109088966,0.627853020006867,0.8514131398746421,0.9269115529539734,105.1636074923013,110.93515267854254,108.42427023573616,107.89710027793404,0.0,0.0,0.0,0.0,0.0,0.0,0.11803416073118211,0.0,0.0,0.0,0,0,0.627853020006867,0,0.18886534759278817,55,40,69.89311682881967
100,Penn St.,B10,8-3,115.81610404300409,63,109.06748570748812,193,0.6660610570069221,100,14.608486765919915,16.391513234080087,5.094742261077373,14.905257738922629,0-2,0.41839557594138693,0.3041146908928185,0.932659558659945,0.647283125384245,0.31353276074402775,0.8308458259363647,0.6867776783860902,0.9411392926181003,107.04328726117879,109.359246377716,113.39106533544522,104.47864273620056,116.51979962246213,118.50043283381136,116.51979962246213,118.50043283381136,0.45169188418772105,2.0,0.028310885082650228,144.0,189.0,142.4125,1.0111471956464495,1.327130694285965,0.8195331889670779,0.0,-0.7519721279948115,92,134,68.43185924514897
101,Murray St.,MVC,8-3,114.9549810464579,72,108.25785289856127,177,0.6660300461363328,101,20.1183069717399,10.881693028260099,12.118306971739901,7.881693028260096,0-0,0.44069415324940164,0.44069415324940164,0,0.5049573305024309,0.4406941532494015,0.5403020779915971,0.8540219537464503,0.8575265778072273,107.54471976701213,111.14167028733104,107.47156166842416,107.6505357108156,0.0,0.0,118.52627486012068,115.10337648963633,0.5834606710783793,1.0,0.05664628288533313,0.0,0.0,0.0,0,0,0.5403020779915971,0,-0.7189966919634325,91,100,73.18906739535426
102,Georgetown,BE,7-3,112.17159920011375,102,105.70346406699144,129,0.6644101555071293,102,14.839217544918478,16.160782455081524,6.8533323382842415,13.146667661715759,0-0,0.4854245355959878,0.4854245355959878,0,0.6651548387569947,0.4446420130836017,0.7864368928773611,0.7088309225483227,0.8193001128218221,107.45057832300543,108.63523691232476,112.23129524700661,104.57438069413664,0.0,0.0,108.0733775777468,104.46611222589985,0.5963785956284015,3.0,0.08830439113020505,0.0,0.0,0.0,0,0,0.7864368928773611,0,-0.3031027693071213,74,68,68.78180541905236
103,Wichita St.,Amer,6-5,110.10478799966118,129,103.84479665387906,91,0.662208917841495,103,18.4683410172443,12.5316589827557,10.69489067084536,7.305109329154641,0-0,0.48906877405592497,0.48906877405592497,0,0.50674674593178,0.45266682177136397,0.5458044689365251,0.8426566125509669,0.8438255677981099,108.95512901826234,107.10465729351476,109.30282828174752,108.08928784325067,0.0,0.0,103.44907009207864,92.96874896600733,0.7735356337548747,2.0,-0.07785881047962795,0.0,0.0,0.0,0,0,0.5458044689365251,0,-2.2457563900664645,182,287,65.62850297675178
104,Marquette,BE,5-6,109.31081291810663,139,103.1125864756213,76,0.6617940410547761,104,11.803096291268378,19.196903708731618,6.8030962912683846,13.19690370873162,0-0,0.5431550886356656,0.5431550886356656,0,0.7002773207750989,0.5431550886356661,0.7866945484517869,0.6883992914702047,0.7620387728531977,110.35203490099711,106.97929659802107,113.9282383608906,103.6957529564071,0.0,0.0,107.49679526502648,109.80056481603542,0.43933697752450535,3.0,-0.12186630686984973,0.0,0.0,0.0,0,0,0.7866945484517869,0,-2.63163533515069,197,331,71.2612417324335
105,Florida St.,ACC,5-5,110.68399111335088,121,104.44850963008437,106,0.6607924070304276,105,12.92694588952989,18.073054110470114,5.78253097223716,12.217469027762842,0-0,0.5239471791294055,0.5239471791294055,0,0.6659164669574607,0.4832953162431238,0.7978095202511484,0.6993027158552262,0.7826149738259606,109.24876540663135,106.43411769288181,112.02997390433129,103.76278905012057,0.0,0.0,102.78893393578116,107.34060378378231,0.37794335058245027,4.0,-0.08466699566695446,0.0,0.0,0.0,0,0,0.7978095202511484,0,-1.9530074141627316,162,299,74.69369040990863
106,Wyoming,MWC,8-2,111.79308019699016,106,105.682297251883,128,0.6562080172881734,106,18.367006646503008,12.632993353497,9.738569955737535,10.261430044262463,0-0,0.3335957563778319,0.3335957563778319,0,0.5375875183945816,0.35146836712063406,0.639953051595253,0.8152185585541482,0.900977449065174,105.8601227624621,110.79475418466842,109.37639944831881,106.62072260326181,0.0,0.0,116.203854878834,99.93698247362082,0.849957960580431,1.0,0.02380234693313199,0.0,0.0,0.0,0,0,0.639953051595253,0,-0.6364729720296097,88,140,69.49972731150113
107,Miami OH,MAC,10-0,113.35888504519914,85,107.24723861886642,156,0.654154726339346,107,23.72038392666594,6.279616073334058,12.26446745812073,5.735532541879271,0-0,0.2040656195934921,0.2040656195934921,0,0.3536460862899725,0.2222220164267478,0.44126213286545574,0.9202622547217885,0.9536804521422287,101.36816729339786,112.381779896755,102.23047073869547,106.87447292503133,0.0,0.0,0.0,0.0,0.0,0.0,0.1346218237872625,0.0,0.0,0.0,0,0,0.44126213286545574,0,0.6063480041900263,42,26,70.65679782926222
108,Davidson,A10,8-2,111.25623806607192,114,105.54064317475817,124,0.6471439337716685,108,18.773894365486697,11.226105634513301,9.935306336026011,8.064693663973989,0-0,0.4019494306115415,0.4019494306115415,0,0.5211885170939368,0.44952566705823477,0.5689637504510714,0.8307814271603505,0.8427199233886022,105.92726271851056,109.0974969615984,108.74807668851338,107.12736926669335,0.0,0.0,101.97264527881768,109.49249194200326,0.30613718629247855,2.0,0.09440480672924245,0.0,0.0,0.0,0,0,0.5689637504510714,0,-0.33250892663719034,76,61,65.68480601263536
109,UC Irvine,BW,7-4,102.13174993969972,271,96.94015571241536,16,0.6456455088219394,109,20.391121764418514,10.608878235581484,14.234377110381104,5.7656228896188955,2-0,0.41149267697779823,0.4398826336379066,0.28373787200731065,0.4333315874313489,0.47006843863297243,0.41312631927045584,0.8957843702925221,0.8815922013862035,106.89978394983964,106.84477866276552,106.78105859530444,108.380703491941,106.99965575038813,99.32855673280251,0.0,0.0,0.0,0.0,-0.06995120574388825,158.0,131.0,138.08749999999998,1.144202045804291,0.9486738481035577,0.42750281341080537,1.0,-2.278595798149012,185,273,69.47824637869071
110,William & Mary,CAA,8-3,109.69616448601326,133,104.18795267802815,98,0.6439284269546918,110,21.591303432880647,8.40869656711935,12.725365288911714,5.274634711088286,0-0,0.48376046217258534,0.48376046217258534,0,0.4320126448829501,0.4662867632925841,0.40916323260986087,0.8766351079424543,0.8198022976319914,109.79694581997397,104.7830544490135,107.32175657449667,108.44461681580165,0.0,0.0,91.95401358626691,97.05014669224659,0.34971298637137466,1.0,0.14275421284547274,0.0,0.0,0.0,0,0,0.40916323260986087,0,-0.06916890184945612,66,21,75.07428058113173
111,UNC Wilmington,CAA,10-1,112.96623176911669,92,107.40088464398842,159,0.6412942519284878,111,24.48783070610954,6.51216929389046,12.555656090946888,5.444343909053113,0-0,0.2935699009287123,0.2935699009287123,0,0.34933256904825805,0.2598852376914743,0.413933419472602,0.9270002254311389,0.9497993500880368,102.59943810787021,110.40312059455559,101.19097611877734,106.5075007276778,0.0,0.0,0.0,0.0,0.0,0.0,0.11329754143611459,0.0,0.0,0.0,0,0,0.413933419472602,0,0.05016096200456155,59,42,63.84097503187965
112,St. Bonaventure,A10,10-2,110.9289532168831,116,105.6107416504689,126,0.6376070960659805,112,20.229662824099538,10.77033717590046,9.31721764418695,8.68278235581305,0-0,0.4383240083019015,0.4383240083019015,0,0.5241401006804697,0.4188721350386681,0.6001669647551041,0.8424327337169506,0.8912769534762425,107.3235692475419,108.05044728497904,108.75951705832502,106.9383299970789,0.0,0.0,109.93462003492763,108.11112725705834,0.5479400236764107,1.0,0.15651526588013853,0.0,0.0,0.0,0,0,0.6001669647551041,0,0.09552453137532269,58,14,67.67461111325055
113,Seattle,WCC,8-2,108.27895298967667,157,103.09526407156784,75,0.6374144016586039,113,19.046277310319475,11.953722689680529,9.272092101659396,8.727907898340604,0-0,0.31592499548607667,0.31592499548607667,0,0.49172316975908603,0.3611242445133049,0.5860446157699281,0.8290347678628485,0.9171481122100661,107.1525039787026,111.48706347801345,109.03173580304501,106.87230960677913,0.0,0.0,0.0,0.0,0.0,0.0,0.013902042198729703,0.0,0.0,0.0,0,0,0.5860446157699281,0,-0.9159483485356439,99,159,67.58043832306781
114,Maryland,B10,6-5,111.3134634630905,113,106.19385756907417,133,0.6321532408655346,114,11.780819786665376,19.21918021333462,4.864763966735523,15.135236033264473,0-2,0.5750104108299261,0.4902029026827796,0.9566441974920853,0.7177987616850205,0.5150002309496557,0.8293379535894709,0.6241768382450251,0.7601182835980861,111.2931173516819,105.63734926451538,115.48880395848899,103.17133789891243,123.23820079361572,112.78342724151133,114.27280735534379,114.98759660501463,0.48208024115073833,4.0,0.04615525527133851,147.0,184.0,140.1875,1.048595630851538,1.3125278644672314,0.8151928153780694,0.0,-0.8537857311558306,97,114,69.12291431076278
115,UAB,Amer,7-4,110.76163583714892,119,105.67447884606952,127,0.6319743346813431,115,19.080088217026898,11.9199117829731,10.316858975968708,7.683141024031292,0-0,0.44065421463278126,0.44065421463278126,0,0.48577867046562967,0.40858918414269507,0.5415266328099713,0.8628020614692345,0.8840127570771588,107.78009956454552,109.09317006479486,108.58365977998785,108.67584706130262,0.0,0.0,105.60661562791556,107.01195893463283,0.462066747287006,1.0,-0.02291787775079246,0.0,0.0,0.0,0,0,0.5415266328099713,0,-1.8872801746871901,159,206,70.22892137995164
116,Cal Baptist,WAC,8-3,108.9607490656687,141,103.97334809846802,95,0.6315357522366214,116,21.964904808642256,9.03509519135774,12.270183193152347,5.729816806847652,0-0,0.4837040396621397,0.4837040396621397,0,0.4319357180823108,0.45405936779452993,0.41595752662348595,0.8729300332695481,0.8437539726967566,108.32288358826355,108.81536968248473,105.56247887492971,108.28815261089214,0.0,0.0,99.52452316060764,112.24482094539266,0.20049546820307806,1.0,0.1382047916119592,0.0,0.0,0.0,0,0,0.41595752662348595,0,-0.22767740097945532,71,23,68.37106125647226
117,Utah,B12,7-4,113.9827826092014,78,108.76627163866846,184,0.6315170336227803,117,12.304804784304764,18.695195215695236,4.266510866431035,13.733489133568964,0-0,0.4923124754972053,0.4923124754972053,0,0.7026777863397475,0.5038067993981179,0.8463068324642582,0.6884808812875198,0.8531498621320174,107.98585744850733,108.28931138866496,113.8665753492204,103.52921559546466,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026764396860116113,0.0,0.0,0.0,0,0,0.8463068324642582,0,-1.8379099112389372,155,175,69.5651703921566
118,Bowling Green,MAC,7-3,107.91779039433057,166,103.17587340898137,78,0.6263872618154563,118,20.75937585187431,9.240624148125686,11.820275071360452,6.179724928639547,0-0,0.372524296087484,0.372524296087484,0,0.3965399199200089,0.32109263319491765,0.4468381110700698,0.9030718446500812,0.9120675397994883,106.88336137088413,108.59135801880615,103.76865995847413,106.32540684027555,0.0,0.0,0.0,0.0,0.0,0.0,-0.013434208459357055,0.0,0.0,0.0,0,0,0.4468381110700698,0,-1.431431249159669,128,193,69.50971758096534
119,St. Thomas,Sum,9-4,110.21161277835995,127,105.49716484320194,122,0.6231075338652446,119,23.103160656456257,7.896839343543745,12.222686950447704,3.7773130495522964,0-0,0.36652640336872283,0.36652640336872283,0,0.3232835078756302,0.3331455195315672,0.3140378719481895,0.9201208559945105,0.901761294359235,106.79627430705774,109.32277418718378,101.49972253068745,107.43684112734766,0.0,0.0,106.49512332471261,113.94799924542927,0.31477383780906926,1.0,-0.0023734898645694225,0.0,0.0,0.0,0,0,0.3140378719481895,0,-1.8779870447212412,157,173,69.15682272874426
120,DePaul,BE,8-3,108.02776960623137,163,103.43319838126979,81,0.6224163088029712,120,14.08187293880194,16.918127061198064,6.081872938801939,13.918127061198058,0-0,0.3578831537805795,0.3578831537805795,0,0.6370335995096545,0.3578831537805793,0.7905663446606458,0.7347502072259591,0.8970985051730788,104.17844140442885,111.91015239872227,111.82038539858915,105.42472682710877,0.0,0.0,96.8184285671982,125.35655506697603,0.04876562708628833,1.0,0.001422586901434375,0.0,0.0,0.0,0,0,0.7905663446606458,0,-1.3199455072764672,121,169,68.20017026482145
121,Pittsburgh,ACC,5-6,112.1188334444299,103,107.44141304053889,161,0.6201197665567606,121,11.38818018177972,19.61181981822028,4.971919571327792,13.028080428672208,0-0,0.5643578929851114,0.5643578929851114,0,0.693231173785388,0.5342715459156586,0.8080353494690817,0.7097118643276997,0.8245965185155588,109.40373317377376,106.08790234111966,112.86345187621822,103.47857838836052,0.0,0.0,106.54733444084705,103.9781801448595,0.5697166311379586,3.0,-0.09922378374602364,0.0,0.0,0.0,0,0,0.8080353494690817,0,-3.0374351565069793,213,319,64.02077474723484
122,Bradley,MVC,7-4,107.9064872693898,167,103.5239986317182,86,0.6169937703809089,122,18.141708644677298,12.858291355322702,11.141708644677298,8.8582913553227,0-0,0.38259086256304903,0.38259086256304903,0,0.48745057897828775,0.38259086256304903,0.545123423006669,0.8667890389146088,0.8990206513266569,106.30267347231388,110.00938338591818,107.5250072195857,107.47232587599372,0.0,0.0,0.0,0.0,0.0,0.0,-0.067790715909402,0.0,0.0,0.0,0,0,0.545123423006669,0,-2.3022819199109366,186,271,68.75603661013683
123,Rhode Island,A10,7-4,108.22875745564329,159,103.87768457927302,93,0.6158285516576703,123,17.754302783295294,13.245697216704706,8.97776603935752,9.022233960642481,0-0,0.46048901399731323,0.46048901399731323,0,0.5225382785877124,0.42160170489740706,0.5954369151418216,0.8398533444324043,0.8815581627599453,108.57335794432555,110.64237934019206,108.55650460380168,107.8126420382166,0.0,0.0,0.0,0.0,0.0,0.0,0.008421082019967052,0.0,0.0,0.0,0,0,0.5954369151418216,0,-1.7661288147849152,149,161,67.59868680950879
124,Florida Atlantic,Amer,8-3,113.26744833148082,90,109.30872969230319,200,0.6008765999226614,124,18.16110930653964,12.838890693460359,9.773491369121118,8.226508630878886,0-0,0.4254599602247022,0.4254599602247022,0,0.5192970298201702,0.4906583127784806,0.5399805476836128,0.843403290657014,0.8414317358533735,107.4829536862979,106.90226465589052,109.53933575700799,107.12000301514412,0.0,0.0,0.0,0.0,0.0,0.0,0.07034385346313488,0.0,0.0,0.0,0,0,0.5399805476836128,0,-1.1828682732557554,111,89,68.31008908624818
125,Columbia,Ivy,9-2,110.90536820183843,117,107.04419755262342,150,0.6004902221487124,125,20.34579056681369,7.654209433186306,9.309414008263758,4.690585991736242,0-0,0.3103319543541721,0.3103319543541721,0,0.3628082671858449,0.31513363837578845,0.4104828959959012,0.8932018536183131,0.8824441047432102,105.29699989912281,111.26613653760771,102.5389466073184,106.4730120313684,0.0,0.0,109.3425259481321,115.23171416672318,0.35359237472370286,1.0,0.07670429399503809,0.0,0.0,0.0,0,0,0.4104828959959012,0,-0.3935570936246561,78,82,67.70352663149492
126,Winthrop,BSth,7-5,114.50155908001264,74,110.70232081124225,240,0.5958136224454962,126,20.603648557104133,10.396351442895867,11.678392361320032,4.32160763867997,0-0,0.40394870332330446,0.40394870332330446,0,0.36294557636144753,0.39619125668456306,0.33177775105852697,0.8750962501876464,0.8160014091793307,108.02604381806341,107.64366229359067,102.2953055620514,105.96788494218949,0.0,0.0,123.84482573663365,102.65566864146848,0.8964106069654564,2.0,-0.05473012491732643,0.0,0.0,0.0,0,0,0.33177775105852697,0,-2.237342424438637,179,252,69.43713678277818
127,UNLV,MWC,4-6,110.7358562249924,120,107.29402618986026,157,0.5897928873530012,127,13.566370511374647,17.433629488625353,8.566370511374647,11.433629488625353,0-0,0.5128727756765705,0.5128727756765705,0,0.5812394349105241,0.4662479778877913,0.644484736273027,0.7929038345198269,0.8361062214619391,109.0213966621825,107.44879746560726,106.8882780723425,102.22724710297355,0.0,0.0,111.52435932602367,118.00160164665215,0.34316209437399703,1.0,-0.16745191704010476,0.0,0.0,0.0,0,0,0.644484736273027,0,-3.497618099517612,247,359,73.58217341228338
128,Hofstra,CAA,8-4,108.94509519575402,142,105.59424917825916,125,0.5888616518331958,128,20.52241562019458,10.47758437980543,11.802483709492275,6.197516290507725,0-0,0.45619541574035843,0.45619541574035843,0,0.4308356524086121,0.45410509511952774,0.41402994378406194,0.882670234821676,0.8478333239025004,109.84749713642114,107.52310421553383,107.30978452641773,108.7189546125409,0.0,0.0,121.2547561291651,106.6017169590437,0.8147435880725442,2.0,0.10312161405821596,0.0,0.0,0.0,0,0,0.41402994378406194,0,-1.17088688250498,109,52,67.63841110186256
129,Kent St.,MAC,9-2,113.08608046561403,91,109.69466826995352,207,0.5866559424209166,129,20.438730621982135,9.561269378017865,11.397363944129,6.602636055871005,0-0,0.31160513298714676,0.31160513298714676,0,0.4060059332644805,0.3656892433675401,0.4328837265291074,0.890940239252267,0.8877049261327477,106.4662086106469,111.74576415565639,108.18419843955209,110.59494594146267,0.0,0.0,0.0,0.0,0.0,0.0,0.04657034977468577,0.0,0.0,0.0,0,0,0.4328837265291074,0,-1.0486078857243908,104,113,73.53535071171477
130,Siena,MAAC,9-2,107.07137114256538,185,103.88890834023249,94,0.585888726036574,130,23.127742718120995,7.872257281879005,15.511684767129134,4.488315232870869,2-0,0.27791677710159435,0.3197981512713763,0.08945059333757541,0.3184206128129807,0.3887897082712379,0.27971761031093917,0.9195839776748244,0.8670114103927157,100.96591928052497,111.39537285995483,102.41596275286761,110.312138985242,111.81983885472532,94.0812293724943,0.0,0.0,0.0,0.0,0.05223589686670804,157.0,106.0,129.725,1.2102524571208326,0.8171131239159761,0.30085838997464626,1.0,-0.9321475570107679,100,110,65.22651870637495
131,Stephen F. Austin,Slnd,7-2,108.28249157938824,156,105.24555900259946,115,0.5810640087318698,131,22.137070244058133,8.862929755941867,15.137070244058133,6.862929755941867,1-0,0.34634244933220426,0.34452823779747616,0.36085614161002905,0.35837753270805467,0.3062473224866455,0.3797035277986312,0.9209077877509825,0.9344196130969991,103.6349993925269,108.61457252406741,100.83575481780154,105.50216074820936,106.14871230667995,92.1339811550321,0.0,0.0,0.0,0.0,0.072076724551009,73.0,60.0,68.5,1.0656934306569343,0.8759124087591241,0.3806010223790408,1.0,-0.9464760614855127,101,85,67.3232945469382
132,New Mexico St.,CUSA,6-3,109.19363755812194,140,106.18027094330125,132,0.5797681023687328,132,19.000239619392833,10.99976038060717,12.000239619392826,7.999760380607171,0-0,0.3770380065234672,0.3770380065234672,0,0.4250023532148664,0.33933420587112023,0.4678364268867395,0.9011156924519215,0.9183349924658482,105.83672478199195,106.7509154686852,102.65444327932377,103.77448301596884,0.0,0.0,0.0,0.0,0.0,0.0,-0.011637687850745038,0.0,0.0,0.0,0,0,0.4678364268867395,0,-1.6967555263187453,147,190,67.15920603386425
